Loop ID;Module;Function Name;Source Info;Level;Time Average (%);Time Min(s) [TID];Time Max(s) [TID];Time Average(s);
6;binary;baseline;kernel4.c:7-10;Innermost;3.52;0.30 [1201];0.30 [1201];0.30;
